Sample Name,Analysis Name,Mineral phase,Context,Unit Abbreviation,SiO2  ,TiO2,   Al2O3 ,FeO*   ,FeO,Fe2O3,CaO   ,Na2O  ,K2O,MnO   ,MgO   ,NiO   ,Cr2O3 ,V2O3 ,Total  ,XAb,XAn,XOr,XFa,XFo,XTp,XWo,XEn,XFs,XJd,XAe,XQuad,,,,,,,,,,
R14AC17,R14AC017-GM-PYRX16,Pyroxene,Groundmass,td1,52.6,0.6,0.6,n/a,0.3,32.3,1.2,13.2,n/a,0.3,BDL,n/a,n/a,n/a,101.1,n/a,n/a,n/a,n/a,n/a,n/a,2,0,0.5,3,94,3,,,,,,,,,,
R14AC17,R14AC017-GM-PYRX17,Pyroxene,Groundmass,td1,52.2,0.7,0.5,n/a,0.5,31.8,1.9,12.9,n/a,0.3,BDL,n/a,n/a,n/a,100.8,n/a,n/a,n/a,n/a,n/a,n/a,4,0,0.8,2,93,5,,,,,,,,,,
R14AC17,R14AC017-GM-PYRX18,Pyroxene,Groundmass,td1,52.3,0.8,0.4,n/a,0.7,31.1,1.9,12.9,n/a,0.3,BDL,n/a,n/a,n/a,100.4,n/a,n/a,n/a,n/a,n/a,n/a,4,0,1,2,93,5,,,,,,,,,,
R14AC17,R14AC017-GM-PYRX19,Pyroxene,Groundmass,td1,52.9,1.0,0.8,n/a,BDL,33.8,0.9,13.8,n/a,0.2,BDL,n/a,n/a,n/a,103.4,n/a,n/a,n/a,n/a,n/a,n/a,2,0,0,4,94,2,,,,,,,,,,
R14AC17,R14AC017-GM-PYRX20,Pyroxene,Groundmass,td1,52.9,0.6,0.5,n/a,1.0,31.6,1.3,13.1,n/a,0.2,BDL,n/a,n/a,n/a,101.2,n/a,n/a,n/a,n/a,n/a,n/a,3,0,2,2,93,4,,,,,,,,,,
R14AC17,R14AC017-GM-PYRX21,Pyroxene,Groundmass,td1,52.5,0.7,0.5,n/a,1.0,31.8,1.7,12.9,n/a,0.3,BDL,n/a,n/a,n/a,101.4,n/a,n/a,n/a,n/a,n/a,n/a,3,0,2,2,92,5,,,,,,,,,,
R14AC17,R14AC017-GM-PYRX22,Pyroxene,Groundmass,td1,52.6,1.0,0.6,n/a,BDL,31.4,1.3,13.4,n/a,0.3,BDL,n/a,n/a,n/a,100.6,n/a,n/a,n/a,n/a,n/a,n/a,3,0,0,3,94,3,,,,,,,,,,
R14AC17,R14AC017-GM-PYRX24,Pyroxene,Groundmass,td1,52.7,0.5,0.4,n/a,BDL,32.8,0.9,13.4,n/a,0.4,BDL,n/a,n/a,n/a,101.1,n/a,n/a,n/a,n/a,n/a,n/a,2,0,0,2,96,2,,,,,,,,,,
R14AC17,R14AC017-GM-PYRX25,Pyroxene,Groundmass,td1,52.6,0.4,0.4,n/a,BDL,34.6,0.9,13.7,n/a,0.4,BDL,n/a,n/a,n/a,103.0,n/a,n/a,n/a,n/a,n/a,n/a,2,0,0,2,96,2,,,,,,,,,,
R14AC17,R14AC017-GM-PYRX26,Pyroxene,Groundmass,td1,52.2,0.8,0.4,n/a,1.7,29.9,2.3,12.5,n/a,0.5,BDL,n/a,n/a,n/a,100.3,n/a,n/a,n/a,n/a,n/a,n/a,5,0,3,2,90,7,,,,,,,,,,
R14AC17,R14AC017-PH-PYRX27R-Line1,Pyroxene,Groundmass Line Point 1,td1,51.1,0.3,0.3,n/a,5.3,25.4,6.1,10.2,n/a,0.7,BDL,n/a,n/a,n/a,99.4,n/a,n/a,n/a,n/a,n/a,n/a,13,0,9,1,76,21,,,,,,,,,,
R14AC17,R14AC017-PH-PYRX27R-Line2,Pyroxene,Groundmass Line Point 2,td1,50.9,1.5,0.9,n/a,10.9,19.4,8.0,8.7,n/a,0.7,0.1,n/a,n/a,n/a,101.1,n/a,n/a,n/a,n/a,n/a,n/a,16,0.3,17,4,60,34,,,,,,,,,,
R14AC17,R14AC017-PH-PYRX27R-Line3,Pyroxene,Groundmass Line Point 3,td1,50.8,0.9,0.8,n/a,8.4,21.8,7.5,9.2,n/a,0.8,BDL,n/a,n/a,n/a,100.2,n/a,n/a,n/a,n/a,n/a,n/a,16,0,14,4,66,29,,,,,,,,,,
R14AC17,R14AC017-PH-PYRX27R-Line4,Pyroxene,Groundmass Line Point 4,td1,50.8,0.8,1.0,n/a,8.4,22.6,7.7,9.1,n/a,0.7,0.1,n/a,n/a,n/a,101.2,n/a,n/a,n/a,n/a,n/a,n/a,16,0.3,14,4,64,30,,,,,,,,,,
R14AC17,R14AC017-PH-PYRX27R-Line5,Pyroxene,Groundmass Line Point 5,td1,51.6,1.3,0.7,n/a,6.0,24.7,4.8,10.8,n/a,0.6,BDL,n/a,n/a,n/a,100.5,n/a,n/a,n/a,n/a,n/a,n/a,10,0,10,3,76,19,,,,,,,,,,
R14AC17,R14AC017-PH-PYRX27R-Line6,Pyroxene,Groundmass Line Point 6,td1,51.6,1.3,0.7,n/a,5.4,25.7,4.9,10.9,n/a,0.6,BDL,n/a,n/a,n/a,101.1,n/a,n/a,n/a,n/a,n/a,n/a,10,0,9,3,77,19,,,,,,,,,,
R14AC17,R14AC017-PH-PYRX27R-Line7,Pyroxene,Groundmass Line Point 7,td1,52.3,1.1,0.6,n/a,0.7,30.9,1.1,13.1,n/a,0.3,BDL,n/a,n/a,n/a,100.1,n/a,n/a,n/a,n/a,n/a,n/a,2,0,1,3,93,3,,,,,,,,,,
R14AC17,R14AC017-PH-PYRX27R-Line8,Pyroxene,Groundmass Line Point 8,td1,51.1,0.9,0.8,n/a,7.9,23.0,7.6,9.3,n/a,0.7,0.1,n/a,n/a,n/a,101.4,n/a,n/a,n/a,n/a,n/a,n/a,16,0.3,13,4,66,29,,,,,,,,,,
R14AC17,R14AC017-PH-PYRX28R-Line1,Pyroxene,Groundmass Line Point 1,td1,51.8,0.8,1.1,n/a,1.5,30.1,3.0,12.2,n/a,0.4,BDL,n/a,n/a,n/a,100.9,n/a,n/a,n/a,n/a,n/a,n/a,6,0,2,5,86,9,,,,,,,,,,
R14AC17,R14AC017-PH-PYRX28R-Line2,Pyroxene,Groundmass Line Point 2,td1,51.4,1.3,0.8,n/a,4.9,25.6,3.7,11.3,n/a,0.5,0.1,n/a,n/a,n/a,99.6,n/a,n/a,n/a,n/a,n/a,n/a,8,0.3,8,4,80,16,,,,,,,,,,
R14AC17,R14AC017-PH-PYRX28R-Line3,Pyroxene,Groundmass Line Point 3,td1,51.8,1.4,0.7,n/a,4.3,26.7,3.7,11.5,n/a,0.4,BDL,n/a,n/a,n/a,100.5,n/a,n/a,n/a,n/a,n/a,n/a,8,0,7,3,82,14,,,,,,,,,,
R14AC086,R14AC086-GM-PYRX1,Pyroxene,Groundmass,tg2,48.3,0.3,1.4,n/a,24.1,3.5,17.8,1.8,n/a,1.4,0.7,n/a,n/a,n/a,99.3,n/a,n/a,n/a,n/a,n/a,n/a,39,2,42,6,9,83,,,,,,,,,,
R14AC086,R14AC086-GM-PYRX2,Pyroxene,Groundmass,tg2,48.4,0.3,1.4,n/a,24.4,2.9,17.8,1.8,n/a,1.4,0.6,n/a,n/a,n/a,99.0,n/a,n/a,n/a,n/a,n/a,n/a,39,2,42,6,8,83,,,,,,,,,,
R14AC086,R14AC086-GM-PYRX3,Pyroxene,Groundmass,tg2,47.8,0.5,1.6,n/a,23.5,3.2,17.8,1.8,n/a,1.3,0.9,n/a,n/a,n/a,98.4,n/a,n/a,n/a,n/a,n/a,n/a,40,3,41,6,8,83,,,,,,,,,,
R14AC086,R14AC086-GM-PYRX4,Pyroxene,Groundmass,tg2,48.0,0.3,1.1,n/a,21.1,6.7,17.8,2.4,n/a,1.5,0.5,n/a,n/a,n/a,99.4,n/a,n/a,n/a,n/a,n/a,n/a,40,2,37,4,15,78,,,,,,,,,,
R14AC086,R14AC086-GM-PYRX5,Pyroxene,Groundmass,tg2,48.3,0.3,1.3,n/a,23.8,3.9,18.0,1.8,n/a,1.5,0.8,n/a,n/a,n/a,99.7,n/a,n/a,n/a,n/a,n/a,n/a,40,2,41,5,9,83,,,,,,,,,,
R14AC086,R14AC086-GM-PYRX6,Pyroxene,Groundmass,tg2,48.4,0.2,1.5,n/a,21.4,6.2,18.0,2.3,n/a,1.5,0.8,n/a,n/a,n/a,100.3,n/a,n/a,n/a,n/a,n/a,n/a,40,2,37,5,13,79,,,,,,,,,,
R14AC086,R14AC086-GM-PYRX7,Pyroxene,Groundmass,tg2,49.7,0.2,6.5,n/a,16,9.1,14.0,5.2,n/a,1.2,0.3,n/a,n/a,n/a,102.2,n/a,n/a,n/a,n/a,n/a,n/a,30,0.9,27,21,19,58,,,,,,,,,,
R14AC086,R14AC086-GM-PYRX8,Pyroxene,Groundmass,tg2,48.6,0.2,1.6,n/a,23.8,2.8,17.9,1.9,n/a,1.5,0.7,n/a,n/a,n/a,99.0,n/a,n/a,n/a,n/a,n/a,n/a,39,2,41,7,8,82,,,,,,,,,,
R14AC086,R14AC086-GM-PYRX9,Pyroxene,Groundmass,tg2,48.7,0.2,1.2,n/a,23.1,4.2,18.0,2.1,n/a,1.5,0.5,n/a,n/a,n/a,99.5,n/a,n/a,n/a,n/a,n/a,n/a,40,2,40,5,12,81,,,,,,,,,,
R14AC086,R14AC086-GM-PYRX10,Pyroxene,Groundmass,tg2,48.3,0.3,1.5,n/a,24.1,3.2,18.1,1.7,n/a,1.4,0.9,n/a,n/a,n/a,99.5,n/a,n/a,n/a,n/a,n/a,n/a,40,3,41,6,8,84,,,,,,,,,,
R14AC086,R14AC086-GM-PYRX11,Pyroxene,Groundmass,tg2,48.7,0.2,1.2,n/a,22.9,4.8,17.9,2.2,n/a,1.4,0.5,n/a,n/a,n/a,99.8,n/a,n/a,n/a,n/a,n/a,n/a,39,2,39,5,13,80,,,,,,,,,,
R14AC086,R14AC086-GM-PYRX12,Pyroxene,Groundmass,tg2,48.1,0.4,1.6,n/a,24.1,2.9,17.8,1.7,n/a,1.3,0.9,n/a,n/a,n/a,98.8,n/a,n/a,n/a,n/a,n/a,n/a,40,3,42,6,7,84,,,,,,,,,,
R14AC086,R14AC086-GM-PYRX13,Pyroxene,Groundmass,tg2,48.5,0.3,1.4,n/a,23.5,3.0,18.2,1.8,n/a,1.3,1.1,n/a,n/a,n/a,99.1,n/a,n/a,n/a,n/a,n/a,n/a,40,3,40,6,8,83,,,,,,,,,,
R14AC086,R14AC086-GM-PYRX14,Pyroxene,Groundmass,tg2,48.5,0.2,1.6,n/a,23.6,3.2,17.7,1.9,n/a,1.4,0.9,n/a,n/a,n/a,99.0,n/a,n/a,n/a,n/a,n/a,n/a,39,3,41,7,9,82,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX1,Pyroxene,Groundmass,tg3,49.6,0.3,1.1,n/a,19.9,7.8,16.2,3.6,n/a,1.8,0.3,n/a,n/a,n/a,100.6,n/a,n/a,n/a,n/a,n/a,n/a,35,0.9,33,5,23,69,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX2,Pyroxene,Groundmass,tg3,49.6,0.4,1.1,n/a,19.3,8.7,14.7,4.2,n/a,1.6,0.3,n/a,n/a,n/a,99.9,n/a,n/a,n/a,n/a,n/a,n/a,32,0.9,32,5,27,65,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX3,Pyroxene,Groundmass,tg3,49.5,0.1,1.1,n/a,19.7,8.1,15.8,3.7,n/a,1.9,0.2,n/a,n/a,n/a,100.1,n/a,n/a,n/a,n/a,n/a,n/a,34,0.6,33,5,24,68,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX4,Pyroxene,Groundmass,tg3,49.4,0.1,0.5,n/a,20.3,7.1,16.9,3.1,n/a,2.3,0.2,n/a,n/a,n/a,99.9,n/a,n/a,n/a,n/a,n/a,n/a,37,0.6,34,2,22,72,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX5,Pyroxene,Groundmass,tg3,49.3,0.2,0.8,n/a,20.3,7.2,16.9,3.1,n/a,2.0,0.3,n/a,n/a,n/a,100.1,n/a,n/a,n/a,n/a,n/a,n/a,37,0.9,34,4,21,72,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX6,Pyroxene,Groundmass,tg3,49.4,BDL,0.5,n/a,22.4,5.7,17.7,2.4,n/a,2.1,0.4,n/a,n/a,n/a,100.6,n/a,n/a,n/a,n/a,n/a,n/a,38,1,38,2,17,78,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX7,Pyroxene,Groundmass,tg3,49.5,0.1,0.6,n/a,20.6,6.1,17.2,2.9,n/a,2.3,0.3,n/a,n/a,n/a,99.6,n/a,n/a,n/a,n/a,n/a,n/a,37,0.9,35,3,20,73,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX8,Pyroxene,Groundmass,tg3,50.1,0.3,1.6,n/a,19.0,8.5,14.1,4.5,n/a,1.6,0.2,n/a,n/a,n/a,99.9,n/a,n/a,n/a,n/a,n/a,n/a,30,0.6,32,8,27,62,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX9,Pyroxene,Groundmass,tg3,49.8,0.1,0.5,n/a,20.0,7.6,17.4,3.1,n/a,2.4,0.2,n/a,n/a,n/a,101.1,n/a,n/a,n/a,n/a,n/a,n/a,37,0.6,34,2,22,72,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX10,Pyroxene,Groundmass,tg3,49.6,0.2,1.2,n/a,19.9,7.8,15.9,3.6,n/a,1.8,0.3,n/a,n/a,n/a,100.3,n/a,n/a,n/a,n/a,n/a,n/a,34,0.9,34,5,23,69,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX11,Pyroxene,Groundmass,tg3,49.2,0.3,1.4,n/a,17.9,8.9,15.2,4.2,n/a,1.6,0.3,n/a,n/a,n/a,99.0,n/a,n/a,n/a,n/a,n/a,n/a,33,0.9,30,7,26,64,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX12,Pyroxene,Groundmass,tg3,50.4,0.2,1.5,n/a,17.7,10.0,13.5,5.0,n/a,1.5,0.2,n/a,n/a,n/a,100.0,n/a,n/a,n/a,n/a,n/a,n/a,29,0.6,29,7,31,59,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX13,Pyroxene,Groundmass,tg3,49.2,0.2,0.5,n/a,20.4,6.4,17.0,3.0,n/a,2.5,0.2,n/a,n/a,n/a,99.4,n/a,n/a,n/a,n/a,n/a,n/a,37,0.6,35,3,21,72,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX14,Pyroxene,Groundmass,tg3,49.3,0.1,1.1,n/a,20.1,8.0,16.0,3.5,n/a,1.7,0.3,n/a,n/a,n/a,100.1,n/a,n/a,n/a,n/a,n/a,n/a,35,0.9,34,5,23,70,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX15,Pyroxene,Groundmass,tg3,49.5,0.3,1.0,n/a,19.1,8.6,16.1,3.7,n/a,1.9,0.3,n/a,n/a,n/a,100.5,n/a,n/a,n/a,n/a,n/a,n/a,35,0.9,32,4,24,68,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX16,Pyroxene,Groundmass,tg3,48.2,0.1,0.5,n/a,20.0,7.1,17.4,2.7,n/a,2.3,0.3,n/a,n/a,n/a,98.6,n/a,n/a,n/a,n/a,n/a,n/a,39,0.9,35,2,20,74,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX17,Pyroxene,Groundmass,tg3,49.8,0.2,1.9,n/a,16.9,10.6,13.5,5.1,n/a,1.6,0.2,n/a,n/a,n/a,99.8,n/a,n/a,n/a,n/a,n/a,n/a,29,0.6,28,9,31,58,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX18,Pyroxene,Groundmass,tg3,48.4,0.2,0.9,n/a,19.4,8.1,16.6,3.1,n/a,2.2,0.3,n/a,n/a,n/a,99.2,n/a,n/a,n/a,n/a,n/a,n/a,37,0.9,34,4,21,71,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX19,Pyroxene,Groundmass,tg3,49.6,0.3,1.0,n/a,17.4,10.9,14.8,4.5,n/a,1.5,0.3,n/a,n/a,n/a,100.3,n/a,n/a,n/a,n/a,n/a,n/a,32,0.9,29,4,31,62,,,,,,,,,,
R16DD238,R16DD238-GM-PYRX20,Pyroxene,Groundmass,tg3,49.5,0.5,1.3,n/a,20.0,7.3,15.6,3.7,n/a,1.9,0.3,n/a,n/a,n/a,100.1,n/a,n/a,n/a,n/a,n/a,n/a,34,0.9,34,6,23,68,,,,,,,,,,
R16DD238,R16DD238-PH-PYRXC-R-LINE1,Pyroxene,Groundmass Line Point 1,tg3,50.0,0.1,1.0,n/a,19.7,8.9,16.2,3.7,n/a,1.6,0.4,n/a,n/a,n/a,101.6,n/a,n/a,n/a,n/a,n/a,n/a,35,1,33,4,24,69,,,,,,,,,,
R16DD238,R16DD238-PH-PYRXC-R-LINE2,Pyroxene,Groundmass Line Point 2,tg3,49.8,0.1,1.1,n/a,19.9,8.3,15.8,3.7,n/a,1.7,0.4,n/a,n/a,n/a,100.8,n/a,n/a,n/a,n/a,n/a,n/a,34,1,33,5,24,68,,,,,,,,,,
R16DD238,R16DD238-PH-PYRXC-R-LINE3,Pyroxene,Groundmass Line Point 3,tg3,49.5,0.1,1.1,n/a,19.3,9.3,15.9,3.7,n/a,1.5,0.3,n/a,n/a,n/a,100.7,n/a,n/a,n/a,n/a,n/a,n/a,35,0.9,33,5,25,68,,,,,,,,,,
R16DD238,R16DD238-PH-PYRXC-R-LINE4,Pyroxene,Groundmass Line Point 4,tg3,49.3,0.2,1.7,n/a,17.7,10.0,14.2,4.5,n/a,1.8,0.3,n/a,n/a,n/a,99.7,n/a,n/a,n/a,n/a,n/a,n/a,31,0.9,30,7,28,62,,,,,,,,,,
R14DC044,14DC044 OX 4 ,Spinel,Groundmass,bnu,BDL,26.7,0.9,n/a,51.6,17.3,n/a,n/a,n/a,0.7,2.5,n/a,BDL,0.5,100.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14DC044,14DC044 OX 5 ,Spinel,Groundmass,bnu,BDL,27.1,1.0,n/a,51.8,15.8,n/a,n/a,n/a,0.6,2.5,n/a,BDL,0.5,99.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14DC044,14DC044 OX 6 ,Spinel,Groundmass,bnu,BDL,27.3,1.1,n/a,51.3,15.6,n/a,n/a,n/a,0.7,2.8,n/a,BDL,0.5,99.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14DC044,14DC044 OX 7 ,Spinel,Groundmass,bnu,0.1,27.3,1.0,n/a,51.7,14.9,n/a,n/a,n/a,0.7,2.4,n/a,BDL,0.6,98.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14DC044,14DC044 OX 12 ,Spinel,Groundmass,bnu,0.1,26.5,1.4,n/a,51.4,17.0,n/a,n/a,n/a,0.8,2.4,n/a,0.1,0.4,100.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD192,R16DD192-GM-OXID1,Spinel,Groundmass,bun,BDL,28.9,1.2,n/a,54.5,12.2,n/a,n/a,n/a,0.6,2.0,n/a,0.1,0.4,99.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD192,R16DD192-GM-OXID2,Spinel,Groundmass,bun,0.1,28.1,1.7,n/a,53.0,14.6,n/a,n/a,n/a,0.7,2.9,n/a,0.3,0.6,102.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD192,R16DD192-GM-OXID3,Spinel,Groundmass,bun,0.1,28.9,0.9,n/a,54.9,14.6,n/a,n/a,n/a,0.8,2.2,n/a,0.1,0.4,102.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD192,R16DD192-GM-OXID4,Spinel,Groundmass,bun,0.1,28.6,1.6,n/a,53.8,13.5,n/a,n/a,n/a,0.7,2.7,n/a,0.3,0.5,101.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD192,R16DD192-GM-OXID5,Spinel,Groundmass,bun,0.1,27.6,1.2,n/a,53.7,16.6,n/a,n/a,n/a,0.8,2.1,n/a,0.1,0.3,102.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD192,R16DD192-GM-OXID6,Spinel,Groundmass,bun,0.1,28.1,1.3,n/a,54.0,14.7,n/a,n/a,n/a,0.8,2.2,n/a,0.2,0.4,101.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD192,R16DD192-GM-OXID7,Spinel,Groundmass,bun,0.1,28.5,1.9,n/a,53.3,14.1,n/a,n/a,n/a,0.7,3.0,n/a,0.2,0.5,102.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD192,R16DD192-GM-OXID8,Spinel,Groundmass,bun,0.1,27.9,2.0,n/a,53.4,15.1,n/a,n/a,n/a,0.7,2.6,n/a,0.1,0.4,102.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD192,R16DD192-GM-OXID9,Spinel,Groundmass,bun,0.1,28.0,1.3,n/a,53.9,15.1,n/a,n/a,n/a,0.8,2.1,n/a,0.1,0.4,101.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD192,R16DD192-GM-OXID10,Spinel,Groundmass,bun,0.1,27.7,1.3,n/a,53.8,15.6,n/a,n/a,n/a,0.8,2.0,n/a,0.1,0.5,101.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD192,R16DD192-GM-OXID11,Spinel,Groundmass,bun,0.1,28.8,1.4,n/a,53.9,14.0,n/a,n/a,n/a,0.7,2.8,n/a,0.3,0.6,102.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD192,R16DD192-GM-OXID12,Spinel,Groundmass,bun,0.1,27.2,2.5,n/a,51.7,15.0,n/a,n/a,n/a,0.7,3.4,n/a,1.1,0.6,102.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD200,R16DD200-GM-OXID1 ,Spinel,Groundmass,bsu,0.1,28.8,1.2,n/a,54.8,13.4,n/a,n/a,n/a,0.7,2.0,n/a,0.1,0.5,101.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD200,R16DD200-GM-OXID2 ,Spinel,Groundmass,bsu,0.1,28.3,1.7,n/a,53.7,13.8,n/a,n/a,n/a,0.7,2.6,n/a,0.6,0.7,102.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD200,R16DD200-GM-OXID3 ,Spinel,Groundmass,bsu,0.2,28.7,1.3,n/a,54.3,13.3,n/a,n/a,n/a,0.8,2.3,n/a,0.1,0.6,101.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD200,R16DD200-GM-OXID4 ,Spinel,Groundmass,bsu,0.1,29.4,1.1,n/a,55.2,12.3,n/a,n/a,n/a,0.8,2.1,n/a,0.2,0.6,101.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD200,R16DD200-GM-OXID5 ,Spinel,Groundmass,bsu,0.1,27.8,2.1,n/a,52.7,13.8,n/a,n/a,n/a,0.7,2.9,n/a,0.9,0.8,101.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD200,R16DD200-GM-OXID6 ,Spinel,Groundmass,bsu,0.1,27.7,1.9,n/a,52.9,14.7,n/a,n/a,n/a,0.7,2.7,n/a,0.5,0.7,101.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD200,R16DD200-GM-OXID7 ,Spinel,Groundmass,bsu,0.1,28.5,1.3,n/a,54.1,13.8,n/a,n/a,n/a,0.8,2.2,n/a,0.1,0.6,101.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD200,R16DD200-GM-OXID8 ,Spinel,Groundmass,bsu,0.1,28.7,1.7,n/a,53.5,12.2,n/a,n/a,n/a,0.7,2.6,n/a,0.2,0.6,100.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD200,R16DD200-GM-OXID9 ,Spinel,Groundmass,bsu,0.1,28.4,1.4,n/a,53.9,13.7,n/a,n/a,n/a,0.8,2.3,n/a,0.2,0.6,101.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD200,R16DD200-GM-OXID10 ,Spinel,Groundmass,bsu,0.1,28.7,1.4,n/a,54.2,13.1,n/a,n/a,n/a,0.8,2.2,n/a,0.2,0.6,101.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD200,R16DD200-GM-OXID11 ,Spinel,Groundmass,bsu,0.1,28.7,1.3,n/a,54.2,13.0,n/a,n/a,n/a,0.8,2.1,n/a,0.1,0.6,100.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD200,R16DD200-GM-OXID12 ,Spinel,Groundmass,bsu,0.1,28.3,1.2,n/a,54.1,13.8,n/a,n/a,n/a,0.8,2.0,n/a,0.1,0.6,101.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD200,R16DD200-GM-OXID13 ,Spinel,Groundmass,bsu,0.1,28.3,1.5,n/a,53.7,13.8,n/a,n/a,n/a,0.7,2.4,n/a,0.2,0.6,101.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD200,R16DD200-GM-OXID14 ,Spinel,Groundmass,bsu,0.1,28.2,1.7,n/a,53.4,13.7,n/a,n/a,n/a,0.8,2.5,n/a,0.4,0.8,101.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD200,R16DD200-GM-OXID15 ,Spinel,Groundmass,bsu,0.1,28.5,1.1,n/a,54.1,13.7,n/a,n/a,n/a,0.8,2.2,n/a,0.1,0.7,101.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14TS090,R14TS090-GM-OXID7 ,Spinel,Groundmass,bsu,0.2,27.2,1.3,n/a,52.1,15.8,n/a,n/a,n/a,0.9,2.5,n/a,0.3,0.9,101.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
